BuId,Rim,TotalCards
956843,1889438,1
954712,1889527,1
945722,1889528,1
946909,1889650,1
945877,1889797,1
947512,1889809,1
950217,1889824,1
946782,1890023,1
948532,1890110,1
948534,1890236,1
947685,1890237,1
946509,1890239,1
948535,1890246,1
949610,1890302,1
945775,1890375,1
948538,1890410,1
947008,1890572,1
952005,1890592,1
947310,1890778,1
945907,1890839,1
945972,1890904,1
949364,1890950,1
948545,1890982,1
949672,1891024,1
949615,1891141,1
953389,1891378,1
953507,1891556,1
948560,1891609,1
947293,1891689,1
949105,1891854,1
948565,1891892,1
948566,1891959,1
946144,1891994,1
954994,1892063,1
956718,1892068,1
948573,1892162,1
954018,1892209,1
952814,1892244,1
948574,1892252,1
949537,1892563,1
954522,1892787,1
946252,1893033,1
955092,1893038,1
952277,1893049,1
953322,1893151,1
953732,1893300,1
950728,1893385,1
948331,1893538,1
948337,1893878,1
947472,1893897,1
948341,1893976,1
954221,1893978,1
948363,1894036,1
950368,1894219,1
946653,1894393,1
953355,1894462,1
949448,1894477,1
948374,1894491,1
948375,1894567,1
952878,1894740,1
947284,1894741,1
947082,1894770,1
948384,1894884,1
948385,1894978,1
959681,1895122,1
950016,1895146,1
888005,189537,1
952962,1895380,1
948391,1895501,1
952487,1895602,1
948398,1895655,1
952801,1895740,1
951304,1895787,1
954001,1895831,1
887942,189587,2
948403,1895898,1
949415,1895924,1
948405,1895963,1
953644,1896009,1
949140,1896195,1
947233,1896211,1
947522,1896222,1
954017,1896223,1
948409,1896327,1
947162,1896385,1
947356,1896404,1
948415,1896427,1
947426,1896507,1
947643,1896535,1
947490,1896664,1
947599,1896677,1
888007,189670,2
948418,1896705,1
949503,1896798,1
948422,1896831,1
947279,1896863,1
948423,1896906,1
950690,1896937,1
947376,1897118,1
956875,1897356,1
948434,1897358,1
948435,1897370,1
947669,1897497,1
955291,1897521,1
948440,1897531,1
947591,1897634,1
947462,1897640,1
949291,1897777,1
953556,1897871,1
949315,1897881,1
948445,1897904,1
951290,1897960,1
959835,1897975,1
888011,189810,1
948448,1898157,1
948449,1898162,1
949173,1898265,1
950651,1898468,1
954771,1898508,1
954448,1898548,1
948459,1898593,1
948460,1898604,1
952874,1898645,1
888091,189872,1
954109,1898740,1
953206,1898767,1
954328,1898772,1
953299,1898858,1
949234,1898932,1
949587,1899100,1
947766,1899179,1
850699,189922,1
949477,1899248,1
954369,1899368,1
953423,1899383,1
954812,1899415,1
959328,1899475,1
954878,1899555,1
888154,189973,1
949138,1899906,1
952640,1899912,1
952885,1900043,1
952429,1900147,1
954203,1900206,1
954936,1900222,1
950235,1900274,1
952306,1900279,1
952491,1900433,1
953822,1900461,1
950164,1900503,1
953538,1900553,1
953015,1900989,1
949685,1900993,1
954604,1901159,1
949390,1901172,1
951299,1901351,1
952943,1901445,1
952717,1901545,1
952762,1901577,1
953888,1901632,1
958786,1901652,1
887952,190170,1
888157,190173,3
887953,190194,1
951503,1902074,1
951043,1902077,1
950374,1902083,1
953812,1902151,1
950676,1902206,1
953302,1902296,1
953153,1902347,1
954633,1902486,1
953309,1902508,1
949538,1902564,1
950251,1902714,1
949744,1902809,1
949788,1902821,1
950234,1902840,1
950944,1902933,1
954350,1903072,1
952978,1903075,1
953631,1903180,1
950094,1903221,1
953775,1903286,1
954066,1903440,1
953669,1903540,1
953970,1903547,1
954915,1903565,1
951282,1903795,1
950265,1903798,1
952786,1903814,1
953105,1903822,1
950259,1903836,1
954273,1903919,1
951983,1903934,1
953081,1903978,1
952813,1904096,1
952586,1904171,1
952641,1904223,1
958592,1904237,1
954440,1904244,1
950372,1904249,1
953301,1904255,1
951512,1904359,1
953841,1904360,1
953189,1904480,1
958899,1904534,1
952944,1904564,1
953463,1904649,1
950381,1904650,1
955137,1904654,1
953542,1904735,1
954780,1904815,1
888101,190483,2
959317,1904868,1
953575,1904948,1
950238,1904955,1
954720,1904958,1
954887,1904977,1
954643,1904978,1
952880,1904979,1
953339,1905016,1
952870,1905032,1
954230,1905053,1
955237,1905099,1
952687,1905129,1
955040,1905140,1
952253,1905155,1
954989,1905212,1
953722,1905332,1
950434,1905394,1
954335,1905457,1
950366,1905654,1
952287,1905655,1
950580,1905689,1
953351,1905735,1
952932,1905792,1
951494,1905943,1
959451,1905944,1
955044,1905952,1
953479,1905982,1
950471,1906105,1
951378,1906115,1
951925,1906153,1
954454,1906236,1
954133,1906297,1
888024,190634,2
953321,1906432,1
954862,1906574,1
951066,1906595,1
954957,1906602,1
954060,1906653,1
953090,1906662,1
958844,190673,1
956567,1906753,1
953867,1906941,1
951319,1907056,1
953220,1907080,1
953009,1907113,1
955420,1907570,1
954306,1907607,1
953370,1907630,1
953654,1907772,1
956757,1907774,1
953672,1907897,1
888168,190793,1
951599,1907979,1
950481,1908036,1
954684,1908072,1
951867,1908215,1
953581,1908239,1
954103,1908423,1
953684,1908505,1
953835,1908584,1
953667,1908598,1
953283,1908628,1
950543,1908649,1
954163,1908789,1
954804,1908816,1
955245,1908820,1
951034,1909088,1
954370,1909098,1
953697,1909109,1
953378,1909113,1
951351,1909267,1
951901,1909386,1
952493,1909408,1
954995,1909459,1
953478,1909469,1
954733,1909556,1
952107,1909858,1
952992,1910056,1
950837,1910084,1
953067,1910145,1
952066,1910220,1
952156,1910312,1
955049,1910418,1
954819,1910424,1
951802,1910493,1
954982,1910511,1
952807,1910531,1
953777,1910685,1
887967,191075,2
954486,1910772,1
953956,1910774,1
959730,1911022,1
952471,1911325,1
951308,1911346,1
954489,1911486,1
951011,1911568,1
951106,1911611,1
954071,1911627,1
952267,1911653,1
954641,1911868,1
955037,1911890,1
959350,1911962,1
956604,1911981,1
951460,1912021,1
954219,1912055,1
951575,1912077,1
951487,1912122,1
954090,1912200,1
954134,1912348,1
953585,1912591,1
952849,1912596,2
951988,1912664,1
952756,1912665,1
952910,1912888,1
951184,1913019,1
888177,191302,1
953144,1913029,1
958435,1913093,1
951619,1913096,1
951374,1913294,1
951420,1913385,1
956967,1913447,1
951424,1913593,1
951435,1913885,1
958566,1913946,1
952913,1913950,1
954227,1914034,1
956732,1914088,1
888038,191426,3
888180,191449,1
953657,1914508,1
953057,1914549,1
954142,1914581,1
888039,191465,3
952963,1914709,1
954606,1914763,1
952090,1914765,1
953574,1914780,1
951993,1914915,1
952936,1915246,1
955051,1915252,1
952328,1915253,1
953568,1915255,1
959195,1915288,1
952678,1915324,1
954189,1915329,1
954776,1915379,1
954589,1915422,1
953613,1915441,1
954089,1915536,1
953747,1915554,1
953636,1915584,1
952509,1915716,1
953833,1915753,1
952484,1915778,1
959600,1915801,1
953617,1915908,1
953285,1916054,1
952501,1916113,1
954761,1916139,1
952117,1916152,1
954223,1916167,1
959356,1916293,1
953094,1916440,1
953840,1916448,1
950861,191658,1
954347,1916651,1
954990,1916730,1
952466,1916887,1
954584,1916941,1
952406,1917074,1
955454,1917228,1
952926,1917494,1
888121,191753,1
957065,1917558,1
959042,1917633,1
952428,1917870,1
959151,1917876,1
958617,1917887,1
959337,1917963,1
956662,1918073,1
954003,1918092,1
954904,1918220,1
959833,1918277,1
888122,191828,1
888184,191839,1
952952,1918416,1
952490,1918455,1
959082,1918506,1
959418,1918697,1
959326,1918719,1
959142,1918880,1
956592,1918884,1
958732,1918887,1
887979,191889,1
958901,1919098,1
959464,1919117,1
958500,1919144,1
958451,1919400,1
956738,1919465,1
955463,1919569,1
959543,1919704,1
888045,191976,1
959327,1919879,1
959052,1919917,1
955229,1920126,1
959736,1920235,1
887982,192044,1
959309,1920518,1
888127,192058,1
958684,1920660,1
959664,1920700,1
959731,1920766,1
956666,1920816,2
955538,1920983,1
959682,1921023,1
959609,1921113,1
959533,1921273,1
957072,1921367,1
955317,1921373,1
958484,1921477,1
959287,1921489,1
959438,1921495,1
958805,1921507,1
959933,1921512,1
888050,192158,1
958831,1921604,1
959128,1921674,1
958946,1921856,1
958282,1921863,1
958349,1922024,1
959044,1922071,1
956959,1922152,1
956838,1922219,1
958958,1922298,1
958826,1922305,1
958904,1922312,1
959276,1922367,1
959677,1922494,1
958960,1922505,1
957285,1922625,1
959551,1922626,1
888193,192278,1
959712,1922836,1
957037,1922870,1
958347,1923007,1
959274,1923028,1
956782,1923041,1
958580,1923087,1
958990,1923099,1
959015,1923130,1
959293,1923308,1
959621,1923321,1
959021,1923553,1
958788,1923788,1
956854,1924170,1
959667,1924173,1
956759,1924176,1
956807,1924193,1
959795,1924363,1
959134,1924402,1
959324,1925045,1
959605,1925348,1
959726,1925412,1
959085,1925602,1
958980,1925943,1
958834,1926503,1
958353,1926512,1
887991,192677,2
959891,1927055,1
959918,1927156,1
959882,1927277,1
888057,192819,1
888060,193073,1
888140,193214,1
888064,193463,1
888066,193613,1
888068,193706,1
888148,19384,1
888071,193954,1
888072,193984,1
888313,194058,1
888314,194129,1
888316,194290,1
888218,19437,1
888222,194814,1
888321,194853,1
888238,19490,1
888225,19503,1
888325,195136,3
888467,195207,1
888242,195208,1
888380,195261,1
888381,195311,1
888245,195450,1
888383,195503,1
888471,19551,2
888384,195544,1
888251,195828,1
888478,195980,1
888253,196024,1
888258,196491,1
888259,196551,2
888398,196672,1
888400,196825,1
888347,196856,2
875689,1469515,1
875973,1469519,1
955255,1469786,1
875836,1469815,1
875976,1469987,1
875838,1470008,2
875839,1470169,1
875694,1470177,1
875901,147035,1
875982,1470839,1
948096,1471279,1
875701,147130,1
875702,1471391,1
875908,1471392,1
958759,1471497,1
875909,1471509,1
875850,147180,1
875912,1471946,1
875990,1471956,1
948097,1472009,1
875914,1472033,1
875915,147224,1
875859,1472674,1
875920,1472755,1
875860,1472777,3
875715,1472998,2
875716,1473038,1
875863,1473139,1
876005,1473601,1
875867,1473634,2
875869,1473953,1
875931,147432,1
951704,1474464,1
875726,1474527,2
954705,1474842,1
875729,1474936,1
953128,1474939,1
875875,147497,1
875937,1475028,1
875939,1475416,1
876017,1475483,1
876018,1475851,2
876034,1476000,2
954152,1476087,1
876182,1476704,1
875943,1476711,1
876183,1476736,1
876041,1477274,2
875949,1477710,1
876045,1478110,1
876030,1478157,1
876047,1478366,1
876049,1478639,1
875955,1478650,2
876050,1478702,1
876197,1478874,1
876262,1478960,1
876054,1478994,1
876110,1479048,1
876055,1479095,1
876200,1479146,1
876056,1479186,1
876112,1479187,1
876201,1479227,1
876113,1479235,1
950749,1479389,1
876203,1479516,1
876060,1479599,1
876206,1479862,1
954007,1480048,1
949084,1480237,1
876067,1480700,1
876214,1480905,1
876125,1480955,1
876126,1481187,1
876279,148143,2
876218,1481565,1
876129,1481631,1
876074,1481820,1
876224,1482431,1
876079,1482711,1
851055,1482744,2
876293,1483519,1
876294,1483632,1
876234,1483660,1
876236,1484092,1
876090,1484097,1
876091,1484267,1
950548,1484495,1
876299,1484580,2
876239,1484602,1
876241,1484749,1
876095,1484755,1
876152,148492,1
876303,1485047,1
876304,1485091,1
958935,1485369,1
876156,148546,1
876248,1485684,1
956931,1485864,1
876329,1486140,2
876253,1486193,1
876330,1486212,1
876164,1486382,1
946527,1486480,1
876256,1486665,1
876318,1486795,1
876335,1486911,2
876336,1487012,1
876408,1487103,1
876170,1487165,2
951824,1487219,1
876338,1487259,1
876410,1487314,1
876173,1487448,1
876174,1487467,1
876413,1487882,1
876343,1487887,1
876414,1487944,1
876345,1488034,1
876559,1488442,1
876481,148862,1
876560,1488639,1
947337,14889,1
876562,1488929,1
876563,1488984,1
959660,1489058,1
876564,1489099,1
876424,1489294,2
876487,1489359,2
956929,1489531,1
876356,1489740,1
876427,1489948,1
876491,1490036,1
876360,1490302,1
876431,1490497,1
876432,1490773,1
876433,1490932,1
876363,1490949,1
946649,1491064,1
876575,1491187,1
876435,1491188,1
876498,1491227,1
954249,1491557,1
952254,1491800,1
876501,1491942,1
876581,1491976,1
876441,1491979,1
876371,1492002,1
876372,1492141,1
876504,14922,1
876443,149230,1
876505,1492320,1
958409,1492497,1
876377,149272,1
876588,1492849,1
876378,14929,1
876450,149306,1
876380,1493067,1
876512,1493070,1
949632,1493106,1
876513,1493186,1
876452,1493206,1
876381,1493259,2
876383,1493416,1
876516,1493461,1
876456,14936,1
959810,14937,1
876386,1493802,1
952619,1493804,1
876519,1493811,1
956952,1493881,1
949330,1493905,1
876460,1494083,1
956974,1494108,1
876389,1494121,1
888402,197020,1
947403,197139,1
888350,197246,2
888404,197275,1
888406,197444,1
888353,197506,2
888500,198084,1
888277,198299,1
888363,198399,1
888283,198676,1
888284,198726,1
954027,198734,1
888286,198855,1
888374,199219,1
888429,199274,1
888292,199328,1
888377,199542,1
888296,199732,1
888435,199901,2
888523,199910,3
888525,200084,1
950116,200147,1
950301,200203,1
888537,200213,1
888301,200294,1
888527,200349,1
888529,200455,1
888541,200546,1
888542,200689,1
888447,200872,1
888613,200889,1
888448,200945,1
888548,200970,1
888449,200983,2
888615,201008,1
888451,201149,1
888553,201279,1
888685,201380,1
888686,201442,1
888625,201476,1
888777,201505,2
888564,201728,1
888636,202095,1
888570,202096,1
888637,202120,1
850816,202126,1
888571,202190,1
888701,202191,2
888702,202251,1
888791,202269,1
888641,202339,1
888795,202562,1
888647,202773,1
888580,202780,1
888711,202844,1
888649,202896,1
888655,203456,2
888808,203613,2
888658,203672,1
888659,203747,1
888811,203794,1
888662,203998,2
950804,204116,1
888663,204129,2
888596,204194,1
888598,20436,1
888729,204368,1
888667,204377,3
888733,204685,1
888822,204687,1
888605,204868,1
888738,204976,1
888924,205720,1
888749,205731,1
851183,206034,1
888757,206184,1
888758,206280,2
888759,20634,2
889079,206409,1
888992,206576,1
888939,206713,1
889086,207002,1
888998,207048,2
889090,207157,1
889094,207377,1
888867,207482,2
888952,207483,1
888869,207641,1
889009,207690,1
953047,207773,1
889016,208290,2
888877,208307,2
889019,208450,2
889025,209019,1
888886,209134,2
889117,209235,1
889118,209286,1
889032,209640,1
888979,209807,1
889123,209861,1
888895,209928,1
888896,209962,1
889135,210759,1
888905,210770,1
888906,210833,1
889148,211021,1
889222,211619,1
889377,211649,1
889223,211652,3
889154,211673,2
889157,212028,2
889059,212054,1
889228,212114,2
889385,212408,2
952020,212621,1
889165,212757,1
889299,212779,1
889237,212912,1
889169,212962,1
889240,213110,1
889241,213256,1
889307,213426,1
889310,213779,1
889400,213781,1
889246,213789,1
889247,213835,1
889402,213874,2
889403,213963,1
889250,214103,1
889183,214167,1
889409,214413,1
889258,214555,1
889190,214592,3
889416,214674,2
889418,214832,1
889329,214882,1
889265,214892,2
850988,215123,2
889422,215206,1
889200,215327,1
889425,215424,1
889426,215494,2
952410,215528,1
889274,215682,1
889340,215835,1
889208,215900,1
889432,216038,1
889433,216127,1
889280,216136,1
889434,216178,1
889212,216203,1
889213,216268,1
889346,216270,1
889285,216507,1
889349,216572,1
889217,216593,1
945678,216606,1
889440,216621,1
889288,216715,1
889289,216751,1
889290,216886,1
948585,217164,1
889357,217204,1
889295,217347,3
889296,217398,1
889603,217531,1
889362,217646,1
889526,217661,1
889528,217825,1
889607,217866,1
889368,218053,1
889369,218087,1
889533,218137,1
889370,218199,2
889613,218240,1
889614,218279,1
889536,218312,1
889680,218617,1
850874,218661,1
889476,218779,1
889478,219054,2
959303,219299,1
889626,219351,1
889689,219461,1
889628,219521,1
889492,220199,1
889698,220202,1
889640,220409,1
889708,220870,1
889647,220874,1
889503,220908,1
948588,220963,1
889509,221251,1
952422,221258,1
889577,221334,1
889657,221408,1
889719,221498,2
889587,221986,3
889754,222414,1
889672,222448,1
889757,222537,1
889758,222600,1
889736,222648,1
889676,222665,1
889598,222683,1
889740,223125,1
889741,223198,1
889743,223395,1
889990,223895,1
889748,223935,1
889991,223965,3
889750,224123,1
889843,224678,1
889997,22472,1
889846,224914,1
889848,225146,1
890005,225738,1
889853,225948,1
889788,226058,2
889855,226079,2
889917,226107,1
889918,226128,1
889794,226418,1
889923,226505,1
889865,226686,1
889801,226882,1
889804,227102,1
890026,22733,1
889875,227507,1
889938,227548,2
889817,228028,1
889885,228353,1
954075,228441,1
890041,228451,1
890042,228517,1
889952,228587,1
889953,228758,1
889954,228840,2
889893,228987,1
889830,229075,1
890058,229139,1
889897,229185,1
890061,229333,1
889899,229392,1
890054,229395,1
890055,229547,1
889902,229630,1
890068,229897,1
890216,230289,2
889975,230385,1
890219,23046,1
890220,230524,1
890221,23058,1
890078,230615,1
890230,231110,1
890087,231137,1
890088,231234,1
890295,231278,1
890296,231388,1
890233,231485,1
890297,231514,2
890235,231578,2
890165,23185,1
890242,231995,1
890099,23202,1
850590,232154,1
890307,232314,3
890244,23233,1
890172,232482,1
890250,232791,1
890108,232799,1
890177,232829,1
890109,232869,1
959096,232954,1
890111,232997,1
890317,232999,1
890254,233054,1
890257,233296,1
948582,233297,1
953412,233316,1
890322,233373,1
890186,23341,1
890261,233483,1
890119,233488,1
890325,233494,1
890191,23382,1
946868,233929,1
890124,23396,1
851320,233964,2
890330,23406,2
890195,234117,1
959109,234259,1
890196,234299,1
955299,234358,1
890273,234526,1
890132,234665,1
890278,234896,2
951898,234949,1
890205,235016,1
890343,235236,2
890207,235240,1
890283,235530,1
890287,236076,1
890518,2361,1
890374,236184,2
890442,236235,1
890355,236436,1
890359,23666,2
890527,236665,1
890382,236736,1
890592,237088,2
890595,237328,1
890600,237753,1
890466,23815,1
890544,23822,1
890545,238322,2
890401,238368,1
890609,238490,1
890547,238502,2
890470,238530,2
890610,238553,1
890472,238672,1
890552,238929,1
948590,239369,1
890618,239382,1
890479,239406,1
890622,239628,1
890561,239694,1
890489,239975,1
949396,239985,1
948591,240091,1
890497,240457,1
890637,24050,1
890640,240678,1
890643,240844,2
890436,240968,1
890587,241310,1
890652,241519,1
890653,241621,1
890656,241894,1
890659,242384,1
890664,242652,1
947360,242721,1
890754,242770,2
890686,24282,2
890838,24330,1
890900,243343,1
948595,243732,1
890904,243793,1
890905,243926,1
890845,244301,2
890768,244819,1
890850,245061,1
890912,245114,1
954910,245273,1
890704,24533,1
890773,245347,1
890915,24538,1
890775,245573,1
890921,245793,1
890923,245883,1
890925,246020,2
890718,246147,1
949893,246151,1
890930,246227,1
959368,246426,1
890872,24647,1
890936,246575,1
890874,246576,1
890798,246862,1
890801,247047,1
890942,24709,1
890881,247128,1
890802,24713,1
890948,247527,1
890808,247536,1
890888,247551,1
890741,247566,2
890950,247569,1
890811,247671,1
890974,247740,1
890819,247990,1
876524,1494446,1
876464,1494703,1
876393,1494757,1
876526,1494759,1
950200,1494768,1
876396,1494985,1
876399,1495632,1
876532,149576,1
876471,1495844,1
959482,1495935,1
876401,149610,1
876613,1496160,1
952620,1496192,1
876535,149629,1
876474,1496400,1
876636,1497240,2
876542,1497282,1
876621,1497284,1
876637,1497345,1
876544,1497394,1
948109,1497971,1
958747,1498022,1
876642,1498153,1
876714,1498519,1
876716,1498702,1
876631,1498778,2
876554,1498898,1
876555,1499099,1
876651,149931,1
959896,1499320,1
876653,1499416,1
958655,1499481,1
876722,1499516,1
876865,1499718,1
876786,1499833,1
876726,1500074,1
876868,1500197,1
945527,1500587,1
876871,1500733,1
876664,1500931,2
876668,1501402,1
876737,150163,1
876738,1501697,1
959931,1501993,1
951356,1502025,1
851290,1502263,1
876742,1502302,1
876675,1502456,1
876805,1502499,1
876887,1502948,1
876810,1503244,1
876889,1503292,1
876749,1503324,1
876891,1503435,1
949608,1503698,1
876686,1503780,1
876816,1503889,1
876817,1503996,1
876688,1504046,1
876757,1504127,1
948111,1504197,1
958998,1504259,1
876820,1504442,1
876899,1504449,1
954389,1504652,1
876762,1504762,1
876694,1504811,3
876824,150482,1
876825,1504881,1
945409,15049,1
876904,1504910,1
876826,1505034,1
876827,1505084,1
876766,1505088,1
876828,1505109,1
950983,1505310,1
959652,1505326,1
876769,1505646,1
876701,1505900,1
958517,1506134,1
876835,1506180,1
876837,1506404,1
876918,1506568,1
876937,1507030,1
876842,1507078,1
876921,1507084,1
877008,1507110,2
876922,1507250,1
876942,1507490,1
877013,1507542,1
876849,1507875,1
876944,1508081,1
877017,1508605,1
954626,1508616,1
876853,1508706,1
946023,1509217,1
876950,1509266,1
876951,1509414,1
959547,1509598,1
945439,1509911,1
877084,1509936,1
877028,1510176,1
877030,1510261,1
877168,1510354,1
877172,1510785,1
876964,1510805,1
876965,1510994,1
946965,1511159,1
876967,1511382,1
877097,1511496,1
877099,1511905,1
955068,1512058,1
877043,1512178,1
876973,1512313,1
877103,1512323,1
877048,1512806,1
876977,1512884,1
877186,1512950,1
877108,1513201,1
876979,1513247,2
952151,1513260,1
876980,1513351,1
877189,1513461,1
877052,1513475,1
876983,1513820,1
877055,1513854,1
953979,1513942,1
876986,1514326,1
954750,1514529,1
876988,1514663,1
877119,151482,1
877060,1514865,1
876990,1514874,1
877121,1515106,1
877200,1515137,1
877063,1515184,1
877205,1515918,1
877206,1516020,1
877070,1516427,1
877209,1516530,1
877133,1516634,1
877211,1516858,1
877136,1517062,1
877006,1517317,1
877078,1517463,1
877232,1517560,1
948124,1517620,1
877307,1518050,1
877220,1518126,1
877144,1518228,1
877221,1518230,1
877238,1518290,1
877147,1518731,1
877224,1518871,1
951631,1519387,1
877229,151949,1
877461,1519995,1
953115,1520246,1
877463,1520291,1
877464,1520622,1
877325,1520653,1
956719,1520704,1
946777,1520741,1
952510,1520761,1
877256,1521012,1
877329,1521665,1
877390,1521687,1
877469,1521758,1
948126,1521781,1
877259,1521907,1
877392,1522084,1
877471,1522089,1
877331,1522096,2
954943,1522127,1
877472,1522199,2
890960,248017,1
959312,248126,1
890964,248176,2
891051,248198,2
890987,248332,1
890967,248333,1
890994,248804,1
891142,248845,1
891062,248886,1
891145,249033,2
891209,249120,1
891000,249140,1
891069,249295,1
891077,249799,3
891012,250107,1
891161,250221,1
948603,25058,1
891168,250686,1
891237,25119,1
891241,251575,1
891243,251682,1
891103,25182,1
891038,251962,1
891107,252074,1
891191,252360,1
891046,252493,1
891117,252812,1
891282,252850,1
891199,252881,1
891121,253066,1
891266,253305,2
891509,253313,1
891288,253332,1
891289,253365,1
891511,253375,2
891359,253420,1
891515,25351,1
891296,253608,1
891297,253688,2
891519,253719,1
891277,253752,1
891521,253809,1
891368,253898,1
891280,253921,1
954305,254162,1
891527,254262,1
891438,25433,1
891307,254347,2
891439,254352,1
959400,254422,1
891440,254423,1
851393,254566,1
891442,254667,2
953601,254910,1
891382,25494,1
953135,254970,1
891384,255063,1
891385,255256,1
891318,255311,2
891450,255389,1
891387,255409,1
948606,255676,1
891544,255679,3
891390,255692,1
891546,255788,1
891455,255826,1
891327,255990,1
958670,256008,1
891458,256099,2
891332,256433,1
851526,256466,2
891402,256659,1
891467,256749,1
891404,256844,1
891469,256939,1
891406,256981,1
891563,257055,1
891348,257519,1
891569,257605,1
891353,257958,1
891576,258097,1
948596,258267,1
891357,258279,1
891486,258290,1
891578,258370,1
891423,25838,1
891358,258426,1
891425,258645,1
891585,25870,1
891586,258859,1
891490,258895,1
891582,258917,2
891427,258928,1
891588,258979,1
891592,25931,2
891745,259689,1
950899,259883,1
891750,260048,1
891752,260212,1
891607,26039,1
851071,260399,1
891613,260753,1
891615,260835,1
891683,260921,1
891686,261094,3
891687,261139,1
891621,26117,1
891627,26142,1
891776,261533,1
891699,261774,1
891842,261812,2
891701,261861,2
891844,26204,2
891703,26205,1
891845,262112,1
891639,262178,1
891706,262202,1
891709,262377,1
891856,26258,1
891797,262642,1
891717,262657,1
891718,262706,1
891721,262835,1
891804,262882,1
891657,262911,1
891867,263042,1
891807,263048,1
891890,263100,1
891809,263197,2
891892,263258,1
892121,26354,1
891899,263590,1
891878,263603,1
891966,263709,1
891969,263920,1
891883,263931,3
891974,26422,1
892041,264267,1
892135,264380,1
891976,264387,1
891977,264413,1
850972,264424,1
891978,264470,1
892137,264517,2
851186,264520,2
891980,264528,1
891982,264697,1
891987,265034,1
892054,265162,1
891924,265185,2
892058,265445,1
891929,265480,1
892061,265582,1
892157,26574,1
892001,265846,1
892002,265889,1
891937,265894,1
892165,266186,1
892011,266525,1
892014,266683,1
892173,266739,1
956671,266996,1
891954,267080,1
947569,267103,1
892023,267441,1
892182,267494,1
892025,26759,1
892027,267715,1
892093,267861,1
892030,267937,1
956758,268196,1
892034,268318,1
892199,268479,2
892101,268531,1
850987,268543,1
892200,268556,1
892206,269032,1
892278,269141,1
892281,2693,1
892352,269302,1
892112,269396,1
892354,269491,1
892285,269613,2
948611,269633,1
892359,269740,2
953234,26982,1
959779,270130,1
892429,270191,1
850840,27040,3
892433,270580,1
892230,270855,2
851606,1522297,1
877398,1522927,1
877476,1522939,1
947682,1522942,1
877477,1523098,1
877269,1523446,1
877479,1523496,1
877480,1523604,1
877481,1523928,3
877405,1524399,1
956627,1525318,1
877283,1526669,1
877353,1526694,1
950105,1526825,1
877417,1527031,1
877356,1527378,1
949712,1527389,1
877288,1527675,1
877358,1527762,1
877421,1527837,1
877360,1527935,1
877501,1527971,1
948134,1528520,1
877294,1528536,1
877427,1528729,1
877428,1529058,1
877429,152920,1
877299,1529539,1
877300,1529719,1
877511,1530084,1
877512,1530266,1
877376,153078,1
877518,153105,1
877378,1531060,1
946476,1531145,1
877380,1531410,2
877539,153146,1
877381,1531519,1
877449,1532132,1
877617,1532171,1
877618,1532393,1
877451,1532460,1
952621,1532591,1
877453,1532923,1
877550,1532946,1
877622,1533020,3
877623,1533204,1
877559,1534087,1
877631,1534140,1
877633,1534338,1
877696,1534376,1
877698,1534694,1
877776,1534850,1
877566,1534956,1
877779,1535294,1
877642,1535684,1
877783,1535920,1
877573,1535936,1
877575,1536122,1
877786,1536408,2
877576,1536527,1
959384,1536679,1
877788,1536824,1
877580,1536985,1
877654,1537337,1
877657,1537712,1
877797,1537818,1
958713,1537887,1
877720,1537888,2
877721,1537950,1
877661,1538040,1
877590,1538064,1
877726,153848,1
877804,1538497,1
947207,1538718,1
877728,1538732,1
877729,1538846,1
877730,1539048,1
877599,15393,1
877671,1539366,1
877733,1539379,1
877673,1539485,1
877813,1539558,1
877603,1539595,1
877737,1539638,1
877815,153964,1
877677,1539779,1
952701,1539909,1
877680,1540095,1
877820,1540158,1
959169,1540387,1
877744,1540418,1
877745,1540578,1
877823,1540632,1
958599,1540679,1
877841,154072,1
877824,1540792,1
877748,1541336,2
877826,154139,1
